mode,method,worst_context_regret_energy_kwh_mean,worst_context_regret_energy_kwh_ci95,mean_energy_regret_vs_oracle_kwh
dummy,ashrae,26.45938589425411,0.5122259147405296,10.109899232163755
dummy,cloud_only,103.02494783570926,1.1514166261585204,42.59257817841155
dummy,edge_cloud_adaptive,96.93972227540841,1.1254019964726072,39.55667585302066
dummy,edge_only,103.02494783570926,1.1514166261585204,42.59257817841155
dummy,ppo_multicontext,103.02494783570926,1.1514166261585204,42.59257817841155
dummy,ppo_static,93.39870045479091,1.114803213806002,36.94632652921528
dummy,static,76.59548971571338,1.0223981276321858,19.148872428928346
